片名,年代,产地,类别,豆瓣评分,迅雷下载链接
12勇士,2018,美国,剧情/历史/战争,7.1,ftp://ygdy8:ygdy8@yg90.dydytt.net:8317/阳光电影www.ygdy8.com.12勇士.BD.720p.中英双字幕.mkv
蜘蛛侠：英雄归来,2017,美国,动作/科幻/冒险,7.4,ftp://ygdy8:ygdy8@yg45.dydytt.net:8175/阳光电影www.ygdy8.com.蜘蛛侠：英雄归来.BD.720p.国英双语双字.mkv
通勤营救,2018,美国/英国,动作/犯罪/惊悚,6.7,ftp://ygdy8:ygdy8@yg45.dydytt.net:8174/阳光电影www.ygdy8.com.通勤营救.BD.720p.中英双字幕.mkv
血观音,2017,中国台湾,剧情/悬疑,7.5,ftp://ygdy8:ygdy8@yg45.dydytt.net:8173/阳光电影www.ygdy8.com.血观音.BD.720p.国语中字.mkv
Monster Hunt 2,2018,中国/中国香港,喜剧/奇幻,5.2,ftp://ygdy8:ygdy8@yg45.dydytt.net:7172/阳光电影www.ygdy8.com.捉妖记2.HD.720p.国语中字.mkv
与神同行,2017,韩国,剧情/奇幻,7.7,ftp://ygdy8:ygdy8@yg45.dydytt.net:8172/阳光电影www.ygdy8.com.与神同行.BD.720p.韩粤双语中字.mkv
华盛顿邮报,2017,美国,剧情/传记/历史/惊悚,8.2,ftp://ygdy8:ygdy8@yg45.dydytt.net:3065/阳光电影www.ygdy8.com.华盛顿邮报.BD.720p.中英双字幕.mkv
12勇士,2018,美国,剧情/历史/战争,7.1,ftp://ygdy8:ygdy8@yg90.dydytt.net:8314/阳光电影www.ygdy8.com.12勇士.HD.720p.英语中字.mkv
A Better Tomorrow 2018,2018,中国/中国香港,剧情/动作,5.5,ftp://ygdy8:ygdy8@yg45.dydytt.net:8171/阳光电影www.ygdy8.com.英雄本色2018.BD.720p.国语中字.mkv
通勤营救,2018,美国/英国,动作/犯罪/惊悚,6.7,ftp://ygdy8:ygdy8@yg45.dydytt.net:3062/阳光电影www.ygdy8.com.通勤营救.HD.720p.中英双字幕.mkv
魅影缝匠,2017,美国,剧情/爱情,7.8,ftp://ygdy8:ygdy8@yg45.dydytt.net:7166/阳光电影www.ygdy8.com.魅影缝匠.BD.720p.中英双字幕.mkv
The Faces of My Gene,2018,中国,喜剧/奇幻,4.7,ftp://ygdy8:ygdy8@yg45.dydytt.net:6090/阳光电影www.ygdy8.com.祖宗十九代.HD.720p.国语中字.mkv
茉莉牌局,2017,美国/中国/加拿大,剧情/传记,7.2,ftp://ygdy8:ygdy8@yg72.dydytt.net:8181/阳光电影www.ygdy8.com.茉莉牌局.BD.720p.中英双字幕.mkv
移动迷宫3：死亡解药,2018,美国,动作/科幻/冒险,5.5,ftp://ygdy8:ygdy8@yg45.dydytt.net:4049/阳光电影www.ygdy8.com.移动迷宫3：死亡解药.HD.720p.韩版中字.rmvb
X战警：天启,2016,美国,动作/科幻/奇幻/冒险,7.7,ftp://ygdy8:ygdy8@yg45.dydytt.net:4048/阳光电影www.ygdy8.com.X战警：天启.BD.720p.国英双语双字.mkv
破·局,2017,中国,动作/犯罪,6.3,ftp://ygdy8:ygdy8@yg45.dydytt.net:3056/阳光电影www.ygdy8.com.破·局.BD.720p.国粤双语中字.mkv
金钱世界,2017,美国,剧情/犯罪/悬疑,7.1,ftp://ygdy8:ygdy8@yg45.dydytt.net:4047/阳光电影www.ygdy8.com.金钱世界.BD.720p.中英双字幕.mkv
Till the End of the World,2018,中国,爱情/冒险,6.9,ftp://ygdy8:ygdy8@yg45.dydytt.net:8162/阳光电影www.ygdy8.com.南极之恋.HD.1080p.国语中字.mp4
第三度嫌疑人,2017,日本,剧情/犯罪/悬疑,6.9,ftp://ygdy8:ygdy8@yg72.dydytt.net:8178/阳光电影www.ygdy8.com.第三度嫌疑人.BD.720p.日语中字.mkv
TheThousandFacesofDunjia,2017,中国/中国香港,动作/奇幻,4.5,ftp://ygdy8:ygdy8@yg72.dydytt.net:8177/阳光电影www.ygdy8.com.奇门遁甲(2017版).BD.720p.国语中字.mkv
潜伏4：锁命亡灵,2018,美国/加拿大,惊悚/恐怖,5.8,ftp://ygdy8:ygdy8@yg45.dydytt.net:4045/阳光电影www.ygdy8.com.潜伏4：锁命亡灵.BD.720p.中英双字幕.mkv
马戏之王,2017,美国,剧情/传记/歌舞,7.9,ftp://ygdy8:ygdy8@yg45.dydytt.net:3052/阳光电影www.ygdy8.com.马戏之王.BD.720p.中英双字幕.mkv
公牛历险记,2017,美国,喜剧/动画/冒险,7.4,ftp://ygdy8:ygdy8@yg45.dydytt.net:7159/阳光电影www.ygdy8.com.公牛历险记.BD.720p.国粤英三语双字.mkv
帕丁顿熊2,2017,英国/法国/美国,喜剧/家庭,8.3,ftp://ygdy8:ygdy8@yg45.dydytt.net:8156/阳光电影www.ygdy8.com.帕丁顿熊2.BD.720p.国粤英三语双字.mkv
勇敢者游戏：决战丛林,2017,美国,动作/奇幻/冒险,7.2,ftp://ygdy8:ygdy8@yg45.dydytt.net:8155/阳光电影www.ygdy8.com.勇敢者游戏：决战丛林.BD.720p.国英双语双字.mkv
至暗时刻,2017,英国/美国,剧情/传记/历史,8.6,ftp://ygdy8:ygdy8@yg45.dydytt.net:8154/阳光电影www.ygdy8.com.至暗时刻.BD.720p.国英双语双字.mkv
星球大战8：最后的绝地武士,2017,美国,动作/科幻/冒险,7.3,ftp://ygdy8:ygdy8@yg45.dydytt.net:5033/阳光电影www.ygdy8.com.星球大战8：最后的绝地武士.BD.720p.国英双语双字.mkv
The Monkey King 3: Kingdom of Women,2018,中国/中国香港,喜剧/爱情/奇幻,4.7,ftp://ygdy8:ygdy8@yg45.dydytt.net:3049/阳光电影www.ygdy8.com.西游记女儿国.HD.720p.国语中英双字.mkv
天上再见,2017,法国/加拿大,剧情/战争,7.9,ftp://ygdy8:ygdy8@yg45.dydytt.net:5031/阳光电影www.ygdy8.com.天上再见.BD.720p.中英双字幕.mkv
春宵苦短，少女前进吧！,2017,日本,喜剧/爱情/动画/奇幻,8.6,ftp://ygdy8:ygdy8@yg45.dydytt.net:8152/阳光电影www.ygdy8.com.春宵苦短，少女前进吧！.BD.720p.日语中字.mkv
九三年夏天,2017,西班牙,剧情/家庭,7.9,ftp://ygdy8:ygdy8@yg45.dydytt.net:5030/阳光电影www.ygdy8.com.九三年夏天.BD.720p.中文字幕.mkv
Mr. No Problem,2016,中国/法国,剧情,8.2,ftp://ygdy8:ygdy8@yg45.dydytt.net:4042/阳光电影www.ygdy8.com.不成问题的问题.HD.720p.国语中英双字.mkv
湮灭,2018,美国/英国,剧情/科幻/惊悚,7.1,ftp://ygdy8:ygdy8@yg45.dydytt.net:3089/阳光电影www.ygdy8.com.湮灭.BD.720p.国英双语双字.mkv
宣告黎明的露之歌,2017,日本,剧情/动画/奇幻,8.0,ftp://ygdy8:ygdy8@yg45.dydytt.net:7150/阳光电影www.ygdy8.com.宣告黎明的露之歌.BD.720p.国日双语中字.mkv
星球大战8：最后的绝地武士,2017,美国,动作/科幻/冒险,7.3,ftp://ygdy8:ygdy8@yg45.dydytt.net:6085/阳光电影www.ygdy8.com.星球大战8：最后的绝地武士.BD.720p.中英双字幕.mkv
Twenty Two,2017,中国,纪录片,8.8,ftp://ygdy8:ygdy8@yg45.dydytt.net:8146/阳光电影www.ygdy8.com.二十二.HD.1080p.国语中英双字.mp4
帕丁顿熊2,2017,英国/法国/美国,喜剧/家庭,8.3,ftp://ygdy8:ygdy8@yg45.dydytt.net:7146/阳光电影www.ygdy8.com.帕丁顿熊2.BD.720p.中英双字幕.mkv
太空救援,2017,俄罗斯,动作/冒险,7.4,ftp://ygdy8:ygdy8@yg45.dydytt.net:6083/阳光电影www.ygdy8.com.太空救援.BD.720p.俄语中字.mkv
王牌特工2：黄金圈,2017,英国/美国,喜剧/动作/冒险,7.2,ftp://ygdy8:ygdy8@yg45.dydytt.net:3046/阳光电影www.ygdy8.com.王牌特工2：黄金圈.BD.720p.国英双语双字.mkv
缩小人生,2017,美国,剧情/喜剧/科幻,5.4,ftp://ygdy8:ygdy8@yg45.dydytt.net:3045/阳光电影www.ygdy8.com.缩小人生.BD.720p.中英双字幕.mkv
前任3：再见前任,2017,中国,喜剧/爱情,5.8,ftp://ygdy8:ygdy8@yg45.dydytt.net:4038/阳光电影www.ygdy8.com.前任3：再见前任.HD.1080p.国语中字.mp4
勇敢者游戏：决战丛林,2017,美国,动作/奇幻/冒险,7.2,ftp://ygdy8:ygdy8@yg45.dydytt.net:3044/阳光电影www.ygdy8.com.勇敢者游戏：决战丛林.HD.720p.中英双字幕.rmvb
请以你的名字呼唤我,2017,意大利/法国/巴西/美国,剧情/爱情/同性,8.9,ftp://ygdy8:ygdy8@yg45.dydytt.net:6081/阳光电影www.ygdy8.com.请以你的名字呼唤我.BD.720p.中英双字幕.mkv
帕丁顿熊2,2017,英国/法国/美国,喜剧/家庭,8.3,ftp://ygdy8:ygdy8@yg45.dydytt.net:4037/阳光电影www.ygdy8.com.帕丁顿熊2.HD.720p.英语中字.rmvb
马戏之王,2017,美国,剧情/传记/歌舞,7.9,ftp://ygdy8:ygdy8@yg45.dydytt.net:3043/阳光电影www.ygdy8.com.马戏之王.HD.720p.韩版中英双字幕.rmvb
摩天轮,2017,美国,剧情,7.1,ftp://ygdy8:ygdy8@yg45.dydytt.net:6079/阳光电影www.ygdy8.com.摩天轮.BD.720p.中英双字幕.mkv
起跑线,2017,印度,剧情/喜剧,8.2,ftp://ygdy8:ygdy8@yg72.dydytt.net:8170/阳光电影www.ygdy8.com.起跑线.BD.720p.中英双字幕.mkv
我，花样女王,2017,美国,剧情/传记/运动,8.1,ftp://ygdy8:ygdy8@yg45.dydytt.net:8143/阳光电影www.ygdy8.com.我，花样女王.BD.720p.中英双字幕.mkv
奇迹男孩,2017,美国/香港,剧情/儿童/家庭,8.6,ftp://ygdy8:ygdy8@yg45.dydytt.net:8142/阳光电影www.ygdy8.com.奇迹男孩.BD.720p.国英双语双字.mkv
异星觉醒,2017,美国,科幻/惊悚/恐怖,6.5,ftp://ygdy8:ygdy8@yg72.dydytt.net:8168/阳光电影www.ygdy8.com.异星觉醒.BD.720p.国英双语双字.mkv
至暗时刻,2017,英国/美国,剧情/传记/历史,8.6,ftp://ygdy8:ygdy8@yg45.dydytt.net:8141/阳光电影www.ygdy8.com.至暗时刻.BD.720p.中英双字幕.mkv
正义联盟,2017,美国,动作/科幻/奇幻/冒险,6.7,ftp://ygdy8:ygdy8@yg45.dydytt.net:7140/阳光电影www.ygdy8.com.正义联盟.BD.720p.国英双语双字.mkv
游戏人生ZERO,2017,日本,动画/奇幻,8.6,ftp://ygdy8:ygdy8@yg72.dydytt.net:8166/阳光电影www.ygdy8.com.游戏人生ZERO.BD.720p.日语中字.mkv
公牛历险记,2017,美国,喜剧/动画/冒险,7.4,ftp://ygdy8:ygdy8@yg72.dydytt.net:8165/阳光电影www.ygdy8.com.公牛历险记.BD.720p.国英双语双字.mkv
水形物语,2017,美国,剧情/奇幻/冒险,7.5,0
毒。诫,2017,中国/中国香港,剧情/动作/犯罪,5.0,0
三块广告牌,2017,美国/英国,剧情/犯罪,8.7,0
水形物语,2017,美国,剧情/奇幻/冒险,7.5,0
公牛历险记,2017,美国,喜剧/动画/冒险,7.4,ftp://ygdy8:ygdy8@yg72.dydytt.net:8163/阳光电影www.ygdy8.com.公牛历险记.BD.720p.中英双字幕.mkv
浪矢解忧杂货店,2017,日本,剧情,7.2,ftp://ygdy8:ygdy8@yg45.dydytt.net:7137/阳光电影www.ygdy8.com.浪矢解忧杂货店.BD.720p.日语中字.mkv
神秘巨星,2017,印度,剧情/音乐,8.0,ftp://ygdy8:ygdy8@yg45.dydytt.net:4036/阳光电影www.ygdy8.com.神秘巨星.HD.1080p.国印双语中字.mkv
正义联盟,2017,美国,动作/科幻/奇幻/冒险,6.7,ftp://ygdy8:ygdy8@yg45.dydytt.net:3041/阳光电影www.ygdy8.com.正义联盟.BD.720p.中英双字幕.mkv
雷神3：诸神黄昏,2017,美国,动作/奇幻/冒险,7.5,ftp://ygdy8:ygdy8@yg45.dydytt.net:6072/阳光电影www.ygdy8.com.雷神3：诸神黄昏.BD.720p.国英双语双字.mkv
伯德小姐,2017,美国,剧情/喜剧/家庭,8.0,ftp://ygdy8:ygdy8@yg45.dydytt.net:6071/阳光电影www.ygdy8.com.伯德小姐.BD.720p.中英双字幕.mkv
Explosion,2017,中国,动作/犯罪,6.5,ftp://ygdy8:ygdy8@yg72.dydytt.net:8160/阳光电影www.ygdy8.com.引爆者.HD.1080p.国语中字.mkv
The Great Buddha +,2017,中国台湾,剧情/喜剧,8.3,ftp://ygdy8:ygdy8@yg45.dydytt.net:7133/阳光电影www.ygdy8.com.大佛普拉斯.BD.720p.中英双字幕.mkv
灾难艺术家,2017,美国,剧情/喜剧/传记,7.7,0
斯大林之死,2017,英国/法国,喜剧/传记/历史,8.3,ftp://ygdy8:ygdy8@yg45.dydytt.net:7131/阳光电影www.ygdy8.com.斯大林之死.BD.720p.中英双字幕.mkv
Bleeding Steel,2017,中国,剧情/动作/科幻,5.1,ftp://ygdy8:ygdy8@yg45.dydytt.net:4034/阳光电影www.ygdy8.com.机器之血.HD.720p.国语中字.mkv
Fatal Countdown: Reset ,2017,中国,动作/科幻,0,ftp://ygdy8:ygdy8@yg45.dydytt.net:5026/阳光电影www.ygdy8.com.逆时营救.BD.720p.国语中字.mkv
Youth,2017,中国,剧情/历史/战争,7.9,ftp://ygdy8:ygdy8@yg45.dydytt.net:4033/阳光电影www.ygdy8.com.芳华.HD.1080p.国语中英双字.mp4
与神同行,2017,韩国,剧情/奇幻,8.1,0
女士复仇,2017,中国香港,剧情/动作,4.2,ftp://ygdy8:ygdy8@yg45.dydytt.net:6069/阳光电影www.ygdy8.com.女士复仇.BD.720p.国粤双语中字.mkv
三块广告牌,2017,美国/英国,剧情/犯罪,8.7,0
伯德小姐,2017,美国,剧情/喜剧/家庭,8.0,ftp://ygdy8:ygdy8@yg45.dydytt.net:3038/阳光电影www.ygdy8.com.伯德小姐.HD.720p.中英双字幕.rmvb
二代妖精之今生有幸,2017,中国,喜剧/爱情/奇幻,6.1,ftp://ygdy8:ygdy8@yg72.dydytt.net:8150/阳光电影www.ygdy8.com.二代妖精之今生有幸.HD.720p.国语中字.mkv
每分钟120击,2017,法国,剧情/同性,8.4,ftp://ygdy8:ygdy8@yg45.dydytt.net:3037/阳光电影www.ygdy8.com.每分钟120击.BD.720p.法语中字.mkv
Keep Calmand Be A Superstar,2018,中国/中国香港,喜剧/动作,3.9,ftp://ygdy8:ygdy8@yg72.dydytt.net:8149/阳光电影www.ygdy8.com.卧底巨星.HD.720p.国粤双语中字.mkv
关原之战,2017,日本,历史/战争,6.9,ftp://ygdy8:ygdy8@yg45.dydytt.net:7126/阳光电影www.ygdy8.com.关原之战.BD.720p.日语中字.mkv
Man hunt,2017,中国香港/中国,剧情/动作/悬疑,4.8,ftp://ygdy8:ygdy8@yg45.dydytt.net:8123/阳光电影www.ygdy8.com.追捕.BD.720p.中文字幕.mkv
狂兽,2017,中国香港/中国,剧情/动作/犯罪,5.1,ftp://ygdy8:ygdy8@yg45.dydytt.net:7123/阳光电影www.ygdy8.com.狂兽.BD.720p.国粤双语中字.mkv
东方快车谋杀案,2017,美国/马耳他,剧情/犯罪/悬疑,7.0,0
正义联盟,2017,美国,动作/科幻/奇幻/冒险,6.7,ftp://ygdy8:ygdy8@yg45.dydytt.net:4030/阳光电影www.ygdy8.com.正义联盟.HD.720p.中英双字幕.rmvb
老爸当家2 ,2017,美国,喜剧,6.6,ftp://ygdy8:ygdy8@yg45.dydytt.net:8122/阳光电影www.ygdy8.com.老爸当家2.BD.720p.中英双字幕.mkv
寻梦环游记,2017,美国,喜剧/动画/冒险/音乐/家庭,9.1,ftp://ygdy8:ygdy8@yg45.dydytt.net:7122/阳光电影www.ygdy8.com.寻梦环游记.BD.720p.国英双语双字.mkv
东方快车谋杀案,2017,美国/马耳他,剧情/犯罪/悬疑,7.0,0
Inference Notes,2017,中国,剧情/悬疑,4.7,ftp://ygdy8:ygdy8@yg45.dydytt.net:5024/阳光电影www.ygdy8.com.推理笔记.HD.1080p.国语中英双字.mp4
妖铃铃,2017,中国,喜剧/恐怖,4.6,ftp://ygdy8:ygdy8@yg45.dydytt.net:3035/阳光电影www.ygdy8.com.妖铃铃.HD.720p.国粤双语中字.mkv
小马宝莉大电影,2017,美国/加拿大,喜剧/动画/冒险,7.0,ftp://ygdy8:ygdy8@yg72.dydytt.net:8146/阳光电影www.ygdy8.com.彩虹小马大电影.BD.720p.国英双语双字.mkv
至暗时刻,2017,英国/美国,剧情/传记/历史,8.6,ftp://ygdy8:ygdy8@yg45.dydytt.net:7120/阳光电影www.ygdy8.net.至暗时刻.HD.720p.中英双字幕.rmvb
忍之国,2017,日本,战争,7.7,ftp://ygdy8:ygdy8@yg45.dydytt.net:4028/阳光电影www.ygdy8.net.忍者之国.BD.720p.日语中字.mkv
科洛弗悖论,2018,美国,科幻/悬疑/惊悚,6.4,ftp://ygdy8:ygdy8@yg45.dydytt.net:5022/阳光电影www.ygdy8.net.科洛弗悖论.BD.720p.中英双字幕.mkv
Legend of the Demon Cat ,2017,中国/日本,剧情/悬疑/奇幻/古装,7.0,ftp://ygdy8:ygdy8@yg45.dydytt.net:3032/阳光电影www.ygdy8.net.妖猫传.HD.720p.国语中字.mkv
佛罗里达乐园,2017,美国,剧情/儿童,8.0,ftp://ygdy8:ygdy8@yg45.dydytt.net:6064/阳光电影www.ygdy8.net.佛罗里达乐园.BD.720p.中英双字幕.mkv
缩小人生,2017,美国,剧情/喜剧/科幻,5.4,ftp://ygdy8:ygdy8@yg45.dydytt.net:7119/阳光电影www.ygdy8.net.缩小人生.HD.720p.韩版中英双字幕.rmvb
冰雪之行,2017,美国,剧情/悬疑/冒险,5.6,ftp://ygdy8:ygdy8@yg45.dydytt.net:8118/阳光电影www.ygdy8.net.冰雪之行.BD.720p.中英双字幕.mkv
方形,2017,瑞典/德国/法国/丹麦,剧情/喜剧,7.9,ftp://ygdy8:ygdy8@yg45.dydytt.net:6063/阳光电影www.ygdy8.net.方形.BD.720p.中文字幕.mkv
心理罪之城市之光,2017,中国/中国香港,动作/犯罪/悬疑,6.1,ftp://ygdy8:ygdy8@yg72.dydytt.net:8140/[阳光电影www.ygdy8.net].心理罪之城市之光.HD.720p.国语中字.rmvb
圣鹿之死,2017,英国/爱尔兰,剧情/奇幻/惊悚,6.8,ftp://ygdy8:ygdy8@yg45.dydytt.net:7117/阳光电影www.ygdy8.net.圣鹿之死.BD.720p.中英双字幕.mkv
奇迹男孩,2017,美国/香港,剧情/儿童/家庭,8.6,ftp://ygdy8:ygdy8@yg45.dydytt.net:5019/[阳光电影www.ygdy8.net]奇迹男孩.HD.720p.中英双字幕.rmvb
寻梦环游记,2017,美国,喜剧/动画/冒险/音乐/家庭,9.1,ftp://ygdy8:ygdy8@yg45.dydytt.net:8116/[阳光电影www.ygdy8.net]寻夢環游记.HD.720p.国英双语中字.mkv
罗曼先生，你好,2017,美国,剧情/犯罪,6.2,ftp://ygdy8:ygdy8@yg45.dydytt.net:6060/[阳光电影www.ygdy8.net]罗曼先生，你好.BD.720p.中英双字幕.mkv
迷镇凶案,2017,美国/英国,喜剧/犯罪/悬疑,6.3,ftp://ygdy8:ygdy8@yg45.dydytt.net:6059/[阳光电影www.ygdy8.net].迷镇凶案.BD.720p.中英双字幕.mkv
勇往直前,2017,美国,剧情/传记/灾难,8.4,ftp://ygdy8:ygdy8@yg45.dydytt.net:6058/[阳光电影www.ygdy8.net]勇往直前.BD.720p.中英双字幕.mkv
The Thousand Faces of Dunjia,2017,中国/中国香港,动作/奇幻,4.7,ftp://ygdy8:ygdy8@yg45.dydytt.net:7115/[阳光电影www.ygdy8.net].奇门遁甲.HD.720p.国语中字.mkv
最后的旗帜,2017,美国,剧情/喜剧,6.7,ftp://ygdy8:ygdy8@yg45.dydytt.net:8115/[阳光电影www.ygdy8.net]最后的旗帜.BD.720p.中英双字幕.mkv
一呼一吸,2017,英国,剧情/传记/爱情,7.1,ftp://ygdy8:ygdy8@yg45.dydytt.net:7114/[阳光电影www.ygdy8.net]一呼一吸.BD.720p.中英双字幕.mkv
你好布拉德,2017,美国,剧情/喜剧/音乐,7.1,ftp://ygdy8:ygdy8@yg45.dydytt.net:8114/[阳光电影www.ygdy8.net]你好布拉德.BD.720p.中英双字幕.mkv
Miracles of the Namiya General Store,2017,中国,剧情/奇幻,5.3,ftp://ygdy8:ygdy8@yg45.dydytt.net:8112/[阳光电影www.ygdy8.net].解忧杂货店.HD.720p.国粤双语中字.mkv
追龙,2017,中国香港/中国,动作/犯罪,7.3,ftp://ygdy8:ygdy8@yg45.dydytt.net:8111/[阳光电影www.ygdy8.net].追龙.BD.720p.粤语中字.mkv
迷镇凶案,2017,美国/英国,喜剧/犯罪/悬疑,6.3,ftp://ygdy8:ygdy8@yg45.dydytt.net:8110/[阳光电影www.ygdy8.net].迷镇凶案.HD.720p.中英双字幕.rmvb
地球：神奇的一天,2017,中国/英国,纪录片,8.2,ftp://ygdy8:ygdy8@yg45.dydytt.net:7110/[阳光电影www.ygdy8.net].地球：神奇的一天.BD.720p.国英双语.中英双字幕.mkv
全球风暴,2017,美国,动作/科幻/灾难,6.2,ftp://ygdy8:ygdy8@yg45.dydytt.net:8157/阳光电影www.ygdy8.com.全球风暴.BD.720p.国英双语双字.mkv
哥斯拉：怪兽行星,2017,日本,动画/科幻,6.5,ftp://ygdy8:ygdy8@yg90.dydytt.net:8243/[阳光电影www.ygdy8.net].哥斯拉：怪兽行星.BD.720p.日英双语.中英双字幕.mkv
雷神3：诸神黄昏,2017,美国,动作/奇幻/冒险,7.5,ftp://ygdy8:ygdy8@yg72.dydytt.net:8133/[阳光电影www.ygdy8.net].雷神3：诸神黄昏.HD.720p.中英双字幕.rmvb
疯狂父母,2017,美国,惊悚/恐怖,6.9,ftp://ygdy8:ygdy8@yg45.dydytt.net:8108/[阳光电影www.ygdy8.net].疯狂父母.BD.720p.中英双字幕.mkv
铁雨,2017,韩国,剧情/动作,7.8,ftp://ygdy8:ygdy8@yg72.dydytt.net:8130/[阳光电影www.ygdy8.net].铁雨.BD.720p.韩语中字.mkv
坚强,2017,美国,剧情/传记,6.7,ftp://ygdy8:ygdy8@yg45.dydytt.net:8104/[阳光电影www.ygdy8.net].坚强.BD.720p.中英双字幕.mkv
The War of Loong,2017,中国,动作/历史/战争,6.3,ftp://ygdy8:ygdy8@yg45.dydytt.net:7104/[阳光电影www.ygdy8.net].龙之战.HD.720p.国语中字.mkv
伏地魔：传人的起源,2018,英国,奇幻/冒险,6.8,ftp://ygdy8:ygdy8@yg72.dydytt.net:8129/[阳光电影www.ygdy8.net].伏地魔：传人的起源.HD.720p.中英双字幕.mkv
敦刻尔克,2017,英国/法国/美国/荷兰,剧情/历史/战争,8.6,ftp://ygdy8:ygdy8@yg45.dydytt.net:3051/阳光电影www.ygdy8.com.敦刻尔克.BD.720p.国英双语双字.mkv
看不见的客人,2016,西班牙,剧情/犯罪/悬疑/惊悚,8.7,ftp://ygdy8:ygdy8@yg45.dydytt.net:8193/阳光电影www.ygdy8.com.看不见的客人.BD.720p.国西双语中英双字.mkv
再见，克里斯托弗·罗宾,2017,英国,剧情/传记/历史,7.7,ftp://ygdy8:ygdy8@yg72.dydytt.net:8158/阳光电影www.ygdy8.com.再见罗宾.BD.720p.中英双字幕.mkv
马斯顿教授与神奇女侠,2017,美国,剧情/传记/爱情/同性,8.1,ftp://ygdy8:ygdy8@yg45.dydytt.net:6054/[阳光电影www.ygdy8.com].马斯顿教授与神奇女侠.BD.720p.中英双字幕.mkv
巨额来电,2017,中国/中国香港,剧情/犯罪,5.9,ftp://ygdy8:ygdy8@yg72.dydytt.net:8125/[阳光电影www.ygdy8.net].巨额来电.HD.720p.国语中字.rmvb
斯特拉顿,2017,英国,动作/惊悚,5.3,ftp://ygdy8:ygdy8@yg45.dydytt.net:3027/[阳光电影www.ygdy8.com].斯特拉顿.BD.720p.中英双字幕.mkv
Mr.Zhu's Summer,2017,中国,剧情/喜剧,6.4,ftp://ygdy8:ygdy8@yg72.dydytt.net:7027/[阳光电影www.ygdy8.net].猪太郎的夏天.HD.1080p.国语中字.mkv
电锯惊魂8：竖锯,2017,美国,悬疑/惊悚/恐怖,7.4,ftp://ygdy8:ygdy8@yg90.dydytt.net:8239/[阳光电影www.ygdy8.net].电锯惊魂8：竖锯.BD.720p.中英双字幕.rmvb
寂静中的惊奇,2017,美国,剧情,6.4,ftp://ygdy8:ygdy8@yg45.dydytt.net:6052/[阳光电影www.ygdy8.net].寂静中的惊奇.BD.720p.中英双字幕.rmvb
马克·费尔特：扳倒白宫之人,2017,美国,剧情/传记/历史,6.8,ftp://ygdy8:ygdy8@yg72.dydytt.net:7026/[阳光电影www.ygdy8.net].马克·费尔特：扳倒白宫之人.BD.720p.中英双字幕.mkv
太空救援,2017,俄罗斯,动作/冒险,7.4,ftp://ygdy8:ygdy8@yg45.dydytt.net:6083/阳光电影www.ygdy8.com.太空救援.BD.720p.俄语中字.mkv
至爱梵高·星空之谜,2017,英国/波兰,剧情/传记/动画,8.6,ftp://ygdy8:ygdy8@yg72.dydytt.net:7024/[阳光电影www.ygdy8.net].至爱梵高·星空之谜.BD.720p.中英双字幕.mkv
绣春刀II：修罗战场,2017,中国,剧情/动作/武侠/古装,7.5,ftp://ygdy8:ygdy8@yg45.dydytt.net:3025/[阳光电影www.ygdy8.net].绣春刀II：修罗战场.BD.720p.国语中字.mkv
银翼杀手2049,2017,美国/加拿大/英国,剧情/科幻/惊悚,8.5,ftp://ygdy8:ygdy8@yg72.dydytt.net:8121/[阳光电影www.ygdy8.net].银翼杀手2049.BD.720p.中英双字幕.mkv
Man hunt,2017,中国香港/中国,剧情/动作/悬疑,4.8,ftp://ygdy8:ygdy8@yg72.dydytt.net:6022/[阳光电影www.ygdy8.net].追捕.HD.720p.国日双语中字.mkv
忌日快乐,2017,美国,喜剧/犯罪/悬疑/惊悚,7.1,ftp://ygdy8:ygdy8@yg90.dydytt.net:7015/[阳光电影www.ygdy8.net].忌日快乐.HD.720p.中英双字幕.rmvb
Where Has the Time Gone ,2017,中国/巴西/俄罗斯/印度/南非,剧情,6.0,ftp://ygdy8:ygdy8@yg45.dydytt.net:8095/[阳光电影www.ygdy8.net].时间去哪儿了.HD.720p.中英双字幕.mkv
全球风暴,2017,美国,动作/科幻/灾难,6.2,ftp://ygdy8:ygdy8@yg45.dydytt.net:8157/阳光电影www.ygdy8.com.全球风暴.BD.720p.国英双语双字.mkv
小丑回魂,2017,美国,恐怖,7.6,ftp://ygdy8:ygdy8@yg90.dydytt.net:8235/[阳光电影www.ygdy8.net].小丑回魂.BD.720p.中英双字幕.mkv
银翼杀手2049,2017,美国/加拿大/英国,剧情/科幻/惊悚,8.5,ftp://ygdy8:ygdy8@yg72.dydytt.net:7019/[阳光电影www.ygdy8.net].银翼杀手2049.HD.720p.中英双字幕.rmvb
地球：神奇的一天,2017,中国/英国,纪录片,8.2,ftp://ygdy8:ygdy8@yg72.dydytt.net:8113/[阳光电影www.ygdy8.net].地球：神奇的一天.HD.720p.国语中字.mkv
正义联盟,2017,美国,动作/科幻/奇幻/冒险,6.7,ftp://ygdy8:ygdy8@yg72.dydytt.net:6018/[阳光电影www.ygdy8.net].正yi联盟.HD.720p.韩版中英双字幕.rmvb
Never Say Die,2017,中国,喜剧/奇幻,7.2,ftp://ygdy8:ygdy8@yg90.dydytt.net:8229/[阳光电影www.ygdy8.net].羞羞的铁拳.HD.720p.国语中字.mkv
